,Title,Link,Year,Season
316,D.Gray-man,1482/DGrayman,2006,Fall
317,BLACK LAGOON: The Second Barrage,1519/BLACK-LAGOON-The-Second-Barrage,2006,Fall
318,Katekyou Hitman REBORN!,1604/Katekyou-Hitman-REBORN,2006,Fall
319,Kanon (2006),1530/Kanon-2006,2006,Fall
320,Shijou Saikyou no Deshi Kenichi,1559/Shijou-Saikyou-no-Deshi-Kenichi,2006,Fall
321,Ghost Hunt,1571/Ghost-Hunt,2006,Fall
322,Pocket Monsters Diamond & Pearl,1565/Pocket-Monsters-Diamond--Pearl,2006,Fall
323,Busou Renkin,1536/Busou-Renkin,2006,Fall
324,Jigoku Shoujo: Futakomori,1594/Jigoku-Shoujo-Futakomori,2006,Fall
325,Yamato Nadeshiko Shichi Henge♥,1562/Yamato-Nadeshiko-Shichi-Henge,2006,Fall
326,Bartender,1589/Bartender,2006,Fall
327,Negima!?,1546/Negima,2006,Fall
328,Kekkaishi,1606/Kekkaishi,2006,Fall
329,Otome wa Boku ni Koishiteru,1569/Otome-wa-Boku-ni-Koishiteru,2006,Fall
330,Sumomomo Momomo: Chijou Saikyou no Yome,1568/Sumomomo-Momomo-Chijou-Saikyou-no-Yome,2006,Fall
331,BLACK BLOOD BROTHERS,1498/BLACK-BLOOD-BROTHERS,2006,Fall
332,Kiniro no Corda: primo passo,1579/Kiniro-no-Corda-primo-passo,2006,Fall
333,Red Garden,1601/Red-Garden,2006,Fall
334,Yoake Mae Yori Ruriiro na: Crescent Love,1543/Yoake-Mae-Yori-Ruriiro-na-Crescent-Love,2006,Fall
335,Shounen Onmyouji,1557/Shounen-Onmyouji,2006,Fall
336,Pumpkin Scissors,1538/Pumpkin-Scissors,2006,Fall
337,Happiness!,1570/Happiness,2006,Fall
338,Tokimeki Memorial: Only Love,1555/Tokimeki-Memorial-Only-Love,2006,Fall
339,Hataraki Man,1592/Hataraki-Man,2006,Fall
340,Gift: Eternal Rainbow,1581/Gift-Eternal-Rainbow,2006,Fall
341,Asatte no Houkou,1554/Asatte-no-Houkou,2006,Fall
342,Mamoru-kun ni Megami no Shukufuku wo!,1588/Mamorukun-ni-Megami-no-Shukufuku-wo,2006,Fall
343,009-1,1583/0091,2006,Fall
344,Soukou no Strain,1602/Soukou-no-Strain,2006,Fall
345,Tenpou Ibun Ayakashi Ayashi,1587/Tenpou-Ibun-Ayakashi-Ayashi,2006,Fall
346,Souten no Ken,1541/Souten-no-Ken,2006,Fall
347,Tokyo Tribe 2,1703/Tokyo-Tribe-2,2006,Fall
348,Super Robot Taisen OG: Divine Wars,1603/Super-Robot-Taisen-OG-Divine-Wars,2006,Fall
349,Marginal Prince: Gekkeiju no Ouji-tachi,1912/Marginal-Prince-Gekkeiju-no-Oujitachi,2006,Fall
350,Lovedol: Lovely Idol,1561/Lovedol-Lovely-Idol,2006,Fall
351,Yu☆Gi☆Oh! Duel Monsters ALEX,123074/YuGiOh-Duel-Monsters-ALEX,2006,Fall
352,Giniro no Olynsis: TOKITO,1868/Giniro-no-Olynsis-TOKITO,2006,Fall
353,Galaxy Angel Rune,1600/Galaxy-Angel-Rune,2006,Fall
354,Sasami☆Mahou Shoujo Club Season 2,1882/SasamiMahou-Shoujo-Club-Season-2,2006,Fall
355,Ginga Tetsudou Monogatari: Eien he no Bunkiten,2717/Ginga-Tetsudou-Monogatari-Eien-he-no-Bunkiten,2006,Fall
356,Jinzou Konchuu Kabutoborg VxV,17291/Jinzou-Konchuu-Kabutoborg-VxV,2006,Fall
357,Silk Road Shounen Yuuto,1863/Silk-Road-Shounen-Yuuto,2006,Fall
358,Pururun! Shizuku-chan,9426/Pururun-Shizukuchan,2006,Fall
359,Happy☆Lucky Bikkuriman,15913/HappyLucky-Bikkuriman,2006,Fall
360,RGB Adventure,3372/RGB-Adventure,2006,Fall
361,Ryuusei no Rockman,1835/Ryuusei-no-Rockman,2006,Fall
362,Saru Getchu: On Air 2nd,8900/Saru-Getchu-On-Air-2nd,2006,Fall
363,Ukkari Pénélope,8345/Ukkari-Pnlope,2006,Fall
364,NHK ni Youkoso!,1210/NHK-ni-Youkoso,2006,Fall
365,Bokura ga Ita,1222/Bokura-ga-Ita,2006,Fall
366,Le Chevalier D'Eon,20461/Le-Chevalier-DEon,2006,Fall
367,Demashitaa! Powerpuff Girls Z,1221/Demashitaa-Powerpuff-Girls-Z,2006,Fall
368,NIGHT HEAD GENESIS,1243/NIGHT-HEAD-GENESIS,2006,Fall
369,Chocotto Sister,1219/Chocotto-Sister,2006,Fall
370,Otogi-juushi Akazukin,607/Otogijuushi-Akazukin,2006,Fall
371,Patta Potta Monta,110453/Patta-Potta-Monta,2006,Fall
372,Wa Wa Wa Wappi-chan,107295/Wa-Wa-Wa-Wappichan,2006,Fall
373,Paprika,1943/Paprika,2006,Fall
374,BLEACH: MEMORIES OF NOBODY,1686/BLEACH-MEMORIES-OF-NOBODY,2006,Fall
375,Tekkon Kinkreet,2154/Tekkon-Kinkreet,2006,Fall
376,Doubutsu no Mori,2950/Doubutsu-no-Mori,2006,Fall
377,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,1911/Top-wo-Nerae--Top-wo-Nerae-2-Gattai-Movie,2006,Fall
378,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,2606/Digimon-Savers-the-Movie-Kyuukyoku-Power-Burst-Mode-Hatsudou,2006,Fall
379,Futari wa Precure: Splash☆Star - Tick Tack Kiki Ippatsu!,4124/Futari-wa-Precure-SplashStar--Tick-Tack-Kiki-Ippatsu,2006,Fall
380,Eien no Hou,6939/Eien-no-Hou,2006,Fall
381,Komadori Eiga: Komaneko,7547/Komadori-Eiga-Komaneko,2006,Fall
382,Atagoal wa Neko no Mori,5503/Atagoal-wa-Neko-no-Mori,2006,Fall
383,Komaneko: Hajime no Ippo,147928/Komaneko-Hajime-no-Ippo,2006,Fall
384,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,1566/Koukaku-Kidoutai-Stand-Alone-Complex--Solid-State-Society,2006,Fall
385,FREEDOM,1747/FREEDOM,2006,Fall
386,Bakumatsu Kikansetsu Irohanihoheto,1576/Bakumatsu-Kikansetsu-Irohanihoheto,2006,Fall
387,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,2842/Pokemon-Fushigi-no-Dungeon-Shutsudou-Pokemon-Kyuujotai-Ganbaruzu,2006,Fall
388,Mahou Sensei Negima! OVA Haru,1619/Mahou-Sensei-Negima-OVA-Haru,2006,Fall
389,Negima!? Natsu Special!?,1732/Negima-Natsu-Special,2006,Fall
390,Baldr Force Exe Resolution,1682/Baldr-Force-Exe-Resolution,2006,Fall
391,Mai-Otome ZWEI,1609/MaiOtome-ZWEI,2006,Fall
392,Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,1654/Kashimashi-Girl-Meets-Girl--Shoujo-wa-Shoujo-ni-Koi-wo-Shita,2006,Fall
393,_Summer,1692/-Summer,2006,Fall
394,Biohazard 4: Incubate,8278/Biohazard-4-Incubate,2006,Fall
395,Lupin III: Seven Days Rhapsody,4851/Lupin-III-Seven-Days-Rhapsody,2006,Fall
396,Ayu Mayu Gekijou,1856/Ayu-Mayu-Gekijou,2006,Fall
397,Kaleido Star: Good da yo! Goood!!,1501/Kaleido-Star-Good-da-yo-Goood,2006,Fall
398,Taiyou no Mokushiroku: A Spirit of the Sun,1857/Taiyou-no-Mokushiroku-A-Spirit-of-the-Sun,2006,Fall
399,G-9,5785/G9,2006,Fall
400,Freedom Previsited,2319/Freedom-Previsited,2006,Fall
401,_Summer Specials,4827/-Summer-Specials,2006,Fall
402,Stratos 4 Advance: Kanketsu-hen,1584/Stratos-4-Advance-Kanketsuhen,2006,Fall
403,Highway Jenny,6181/Highway-Jenny,2006,Fall
404,Tactical Roar Special,1790/Tactical-Roar-Special,2006,Fall
405,Cluster Edge Specials,3028/Cluster-Edge-Specials,2006,Fall
406,Koi Suru Tenshi Angelique: Chibi Character Adventure,5783/Koi-Suru-Tenshi-Angelique-Chibi-Character-Adventure,2006,Fall
407,Usahana: Yumemiru Ballerina,6522/Usahana-Yumemiru-Ballerina,2006,Fall
408,Kochira Katsushikaku Kameari Kouenmae Hashutsujo Special: Ryoutsu no Asakusa Renewal Daisakusen!! - Aa Omoide no Hanayashiki,145780/Kochira-Katsushikaku-Kameari-Kouenmae-Hashutsujo-Special-Ryoutsu-no-Asakusa-Renewal-Daisakusen--Aa-Omoide-no-Hanayashiki,2006,Fall
409,NARUTO: Shippuuden,1735/NARUTO-Shippuuden,2007,Winter
410,Afro Samurai,1292/Afro-Samurai,2007,Winter
411,Nodame Cantabile,1698/Nodame-Cantabile,2007,Winter
412,Hidamari Sketch,1852/Hidamari-Sketch,2007,Winter
413,Tokyo Majin Gakuen Kenpucho: Tou,1860/Tokyo-Majin-Gakuen-Kenpucho-Tou,2007,Winter
414,Major S3,1842/Major-S3,2007,Winter
415,Ikkitousen: Dragon Destiny,1956/Ikkitousen-Dragon-Destiny,2007,Winter
416,Gakuen Utopia Manabi Straight!,1858/Gakuen-Utopia-Manabi-Straight,2007,Winter
417,Shuffle! Memories,1836/Shuffle-Memories,2007,Winter
418,Les Misérables: Shoujo Cosette,1695/Les-Misrables-Shoujo-Cosette,2007,Winter
419,Kodai Ouja Kyouryuu King: D-Kids Adventure,3576/Kodai-Ouja-Kyouryuu-King-DKids-Adventure,2007,Winter
420,Kyoshiro to Towa no Sora,1810/Kyoshiro-to-Towa-no-Sora,2007,Winter
421,Deltora Quest,1826/Deltora-Quest,2007,Winter
422,Yes! Precure 5,1932/Yes-Precure-5,2007,Winter
423,Venus Versus Virus,1607/Venus-Versus-Virus,2007,Winter
424,MOONLIGHT MILE 1st Season -Lift off-,1941/MOONLIGHT-MILE-1st-Season-Lift-off,2007,Winter
425,Rocket Girls,1942/Rocket-Girls,2007,Winter
426,Himawari!!,1988/Himawari,2007,Winter
427,Getsumen To Heiki Mina,1865/Getsumen-To-Heiki-Mina,2007,Winter
428,REIDEEN,1693/REIDEEN,2007,Winter
429,Saint October,1724/Saint-October,2007,Winter
430,Juusou Kikou Dancougar Nova,1991/Juusou-Kikou-Dancougar-Nova,2007,Winter
431,Koi Suru Tenshi Angelique: Kagayaki no Ashita,1864/Koi-Suru-Tenshi-Angelique-Kagayaki-no-Ashita,2007,Winter
432,GR: Giant Robo,3146/GR-Giant-Robo,2007,Winter
433,Master of Epic: The Animation Age,1885/Master-of-Epic-The-Animation-Age,2007,Winter
434,Hello Kitty: Ringo no Mori no Mystery,124434/Hello-Kitty-Ringo-no-Mori-no-Mystery,2007,Winter
435,Dennou Senshi Dokan-kun,121069/Dennou-Senshi-Dokankun,2007,Winter
436,DEATH NOTE,1535/DEATH-NOTE,2007,Winter
437,Code Geass: Hangyaku no Lelouch,1575/Code-Geass-Hangyaku-no-Lelouch,2007,Winter
438,D.Gray-man,1482/DGrayman,2007,Winter
439,Katekyou Hitman REBORN!,1604/Katekyou-Hitman-REBORN,2007,Winter
440,Kanon (2006),1530/Kanon-2006,2007,Winter
441,Shijou Saikyou no Deshi Kenichi,1559/Shijou-Saikyou-no-Deshi-Kenichi,2007,Winter
442,Ghost Hunt,1571/Ghost-Hunt,2007,Winter
443,Pocket Monsters Diamond & Pearl,1565/Pocket-Monsters-Diamond--Pearl,2007,Winter
444,Busou Renkin,1536/Busou-Renkin,2007,Winter
445,Jigoku Shoujo: Futakomori,1594/Jigoku-Shoujo-Futakomori,2007,Winter
446,Yamato Nadeshiko Shichi Henge♥,1562/Yamato-Nadeshiko-Shichi-Henge,2007,Winter
447,Negima!?,1546/Negima,2007,Winter
448,Kekkaishi,1606/Kekkaishi,2007,Winter
449,Sumomomo Momomo: Chijou Saikyou no Yome,1568/Sumomomo-Momomo-Chijou-Saikyou-no-Yome,2007,Winter
450,Kiniro no Corda: primo passo,1579/Kiniro-no-Corda-primo-passo,2007,Winter
451,Red Garden,1601/Red-Garden,2007,Winter
452,Shounen Onmyouji,1557/Shounen-Onmyouji,2007,Winter
453,Pumpkin Scissors,1538/Pumpkin-Scissors,2007,Winter
454,Tokimeki Memorial: Only Love,1555/Tokimeki-Memorial-Only-Love,2007,Winter
455,Mamoru-kun ni Megami no Shukufuku wo!,1588/Mamorukun-ni-Megami-no-Shukufuku-wo,2007,Winter
456,Tenpou Ibun Ayakashi Ayashi,1587/Tenpou-Ibun-Ayakashi-Ayashi,2007,Winter
457,Souten no Ken,1541/Souten-no-Ken,2007,Winter
458,Ryuusei no Rockman,1835/Ryuusei-no-Rockman,2007,Winter
459,Super Robot Taisen OG: Divine Wars,1603/Super-Robot-Taisen-OG-Divine-Wars,2007,Winter
460,Ginga Tetsudou Monogatari: Eien he no Bunkiten,2717/Ginga-Tetsudou-Monogatari-Eien-he-no-Bunkiten,2007,Winter
461,Jinzou Konchuu Kabutoborg VxV,17291/Jinzou-Konchuu-Kabutoborg-VxV,2007,Winter
462,Saru Getchu: On Air 2nd,8900/Saru-Getchu-On-Air-2nd,2007,Winter
463,Silk Road Shounen Yuuto,1863/Silk-Road-Shounen-Yuuto,2007,Winter
464,Pururun! Shizuku-chan,9426/Pururun-Shizukuchan,2007,Winter
465,Happy☆Lucky Bikkuriman,15913/HappyLucky-Bikkuriman,2007,Winter
466,Ukkari Pénélope,8345/Ukkari-Pnlope,2007,Winter
467,Byousoku 5 Centimeter,1689/Byousoku-5-Centimeter,2007,Winter
468,JoJo no Kimyou na Bouken: Phantom Blood,3603/JoJo-no-Kimyou-na-Bouken-Phantom-Blood,2007,Winter
469,Highlander: The Search for Vengeance,2178/Highlander-The-Search-for-Vengeance,2007,Winter
470,Code Geass: Hangyaku no Lelouch Picture Drama,1953/Code-Geass-Hangyaku-no-Lelouch-Picture-Drama,2007,Winter
471,Ichigo Mashimaro OVA,1888/Ichigo-Mashimaro-OVA,2007,Winter
472,Tokyo Marble Chocolate,3088/Tokyo-Marble-Chocolate,2007,Winter
473,Strike Witches OVA,1862/Strike-Witches-OVA,2007,Winter
474,Bakumatsu Kikansetsu Irohanihoheto,1576/Bakumatsu-Kikansetsu-Irohanihoheto,2007,Winter
475,Kimi ga Nozomu Eien: Next Season,3318/Kimi-ga-Nozomu-Eien-Next-Season,2007,Winter
476,ONE PIECE: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,106572/ONE-PIECE-Episode-of-Alabasta--Sabaku-no-Oujo-to-Kaizokutachi,2007,Winter
477,Aa! Megami-sama!: Tatakau Tsubasa,3090/Aa-Megamisama-Tatakau-Tsubasa,2007,Winter
478,Aa! Megami-sama!: Sorezore no Tsubasa Specials,2198/Aa-Megamisama-Sorezore-no-Tsubasa-Specials,2007,Winter
479,.hack//G.U. Returner,2928/hackGU-Returner,2007,Winter
480,Macross Frontier Deculture Edition,4454/Macross-Frontier-Deculture-Edition,2007,Winter
481,Chainsaw Maid,11679/Chainsaw-Maid,2007,Winter
482,Fuyu no Semi,2238/Fuyu-no-Semi,2007,Winter
483,Tori no Uta,5819/Tori-no-Uta,2007,Winter
484,Hokuto no Ken: Yuria-den,3027/Hokuto-no-Ken-Yuriaden,2007,Winter
485,ToHeart2 OVA,1720/ToHeart2-OVA,2007,Winter
486,Moetan Specials,4421/Moetan-Specials,2007,Winter
487,Moyashimon: Kin Gekijou Deluxe,3618/Moyashimon-Kin-Gekijou-Deluxe,2007,Winter
488,Happiness!: Watarase Jun no Kareinaru Ichinichi,1902/Happiness-Watarase-Jun-no-Kareinaru-Ichinichi,2007,Winter
489,CCW: Crazy Clay Wrestling,11689/CCW-Crazy-Clay-Wrestling,2007,Winter
490,Harukanaru Toki no Naka de 3: Kurenai no Tsuki,3227/Harukanaru-Toki-no-Naka-de-3-Kurenai-no-Tsuki,2007,Winter
491,Prism Ark Specials,4566/Prism-Ark-Specials,2007,Winter
492,Glass no Kantai: La legende du vent de l'univers Specials,20563/Glass-no-Kantai-La-legende-du-vent-de-lunivers-Specials,2007,Winter
493,Eko Eko Azaraku,6267/Eko-Eko-Azaraku,2007,Winter
494,Tengen Toppa Gurren Lagann,2001/Tengen-Toppa-Gurren-Lagann,2007,Spring
495,DARKER THAN BLACK: Kuro no Keiyakusha,2025/DARKER-THAN-BLACK-Kuro-no-Keiyakusha,2007,Spring
496,Lucky☆Star,1887/LuckyStar,2007,Spring
497,Lovely★Complex,2034/LovelyComplex,2007,Spring
498,CLAYMORE,1818/CLAYMORE,2007,Spring
499,Kaze no Stigma,1691/Kaze-no-Stigma,2007,Spring
500,Seto no Hanayome,2104/Seto-no-Hanayome,2007,Spring
501,Bokurano,1690/Bokurano,2007,Spring
502,Seirei no Moribito,1827/Seirei-no-Moribito,2007,Spring
503,Hayate no Gotoku!,2026/Hayate-no-Gotoku,2007,Spring
504,Dennou Coil,2164/Dennou-Coil,2007,Spring
505,Romeo x Juliet,1699/Romeo-x-Juliet,2007,Spring
506,Bakugan Battle Brawlers,2156/Bakugan-Battle-Brawlers,2007,Spring
507,Ookiku Furikabutte,2159/Ookiku-Furikabutte,2007,Spring
508,Nagasarete Airantou,1722/Nagasarete-Airantou,2007,Spring
509,Heroic Age,2002/Heroic-Age,2007,Spring
510,sola,1965/sola,2007,Spring
511,Terra e... (TV),2158/Terra-e-TV,2007,Spring
512,Kaibutsu Oujo,2130/Kaibutsu-Oujo,2007,Spring
513,Mahou Shoujo Lyrical Nanoha StrikerS,1915/Mahou-Shoujo-Lyrical-Nanoha-StrikerS,2007,Spring
514,El Cazador,2030/El-Cazador,2007,Spring
515,Blue Dragon,2142/Blue-Dragon,2007,Spring
516,Kamichama Karin,1808/Kamichama-Karin,2007,Spring
517,Over Drive,2112/Over-Drive,2007,Spring
518,SKULL MAN,2161/SKULL-MAN,2007,Spring
519,Idolm@ster Xenoglossia,1694/Idolmster-Xenoglossia,2007,Spring
520,Shinkyoku Soukai Polyphonica,1727/Shinkyoku-Soukai-Polyphonica,2007,Spring
521,Eikoku Koi Monogatari Emma: Molders-hen,2035/Eikoku-Koi-Monogatari-Emma-Moldershen,2007,Spring
522,Saiunkoku Monogatari 2nd Season,1914/Saiunkoku-Monogatari-2nd-Season,2007,Spring
523,Shining Tears X Wind,2031/Shining-Tears-X-Wind,2007,Spring
524,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,2155/Kono-Aozora-ni-Yakusoku-wo-Youkoso-Tsugumi-Ryou-e,2007,Spring
525,Touka Gettan,2105/Touka-Gettan,2007,Spring
526,Hitohira,1721/Hitohira,2007,Spring
527,Oh! Edo Rocket,2152/Oh-Edo-Rocket,2007,Spring
528,Kiss Dum: Engage Planet,2106/Kiss-Dum-Engage-Planet,2007,Spring
529,Koutetsushin Jeeg,2157/Koutetsushin-Jeeg,2007,Spring
530,Kaze no Shoujo Emily,1878/Kaze-no-Shoujo-Emily,2007,Spring
531,Wellber no Monogatari: Sisters of Wellber,2032/Wellber-no-Monogatari-Sisters-of-Wellber,2007,Spring
532,Kishin Taisen Gigantic Formula,2215/Kishin-Taisen-Gigantic-Formula,2007,Spring
533,Gegege no Kitarou (2007),2165/Gegege-no-Kitarou-2007,2007,Spring
534,Koutetsu Sangokushi,2162/Koutetsu-Sangokushi,2007,Spring
535,Spider Riders: Yomigaeru Taiyou,2620/Spider-Riders-Yomigaeru-Taiyou,2007,Spring
536,Saint Beast: Kouin Jojishi Tenshi Tan,2153/Saint-Beast-Kouin-Jojishi-Tenshi-Tan,2007,Spring
537,Zero Duel Masters,4444/Zero-Duel-Masters,2007,Spring
538,Taichi Senjimon,7522/Taichi-Senjimon,2007,Spring
539,Revbahaf Wang-gug Jaegeon-soelgi,19467/Revbahaf-Wanggug-Jaegeonsoelgi,2007,Spring
540,Robby & Kerobby,3073/Robby--Kerobby,2007,Spring
541,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,10870/Koukaku-Kidoutai-Stand-Alone-Complex--Tachikoma-na-Hibi,2007,Spring
542,Onegai My Melody Sukkiri♪,5520/Onegai-My-Melody-Sukkiri,2007,Spring
543,Sugar Bunnies,3885/Sugar-Bunnies,2007,Spring
544,Yasai no Yousei: N.Y.Salad,10705/Yasai-no-Yousei-NYSalad,2007,Spring
545,Nanami-chan 4,116046/Nanamichan-4,2007,Spring
546,NARUTO: Shippuuden,1735/NARUTO-Shippuuden,2007,Spring
547,Nodame Cantabile,1698/Nodame-Cantabile,2007,Spring
548,Major S3,1842/Major-S3,2007,Spring
549,Les Misérables: Shoujo Cosette,1695/Les-Misrables-Shoujo-Cosette,2007,Spring
550,Kodai Ouja Kyouryuu King: D-Kids Adventure,3576/Kodai-Ouja-Kyouryuu-King-DKids-Adventure,2007,Spring
551,Deltora Quest,1826/Deltora-Quest,2007,Spring
552,Yes! Precure 5,1932/Yes-Precure-5,2007,Spring
553,REIDEEN,1693/REIDEEN,2007,Spring
554,Saint October,1724/Saint-October,2007,Spring
555,ONE PIECE: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,2107/ONE-PIECE-Episode-of-Alabasta--Sabaku-no-Oujo-to-Kaizokutachi,2007,Spring
556,Kino no Tabi: the Beautiful World - Byouki no Kuni: For You,2175/Kino-no-Tabi-the-Beautiful-World--Byouki-no-Kuni-For-You,2007,Spring
557,Shakugan no Shana Movie,1815/Shakugan-no-Shana-Movie,2007,Spring
558,Meitantei Conan: Konpeki no Hitsugi (Jolly Roger),2171/Meitantei-Conan-Konpeki-no-Hitsugi-Jolly-Roger,2007,Spring
559,Doraemon: Nobita's New Great Adventure into the Underworld,2673/Doraemon-Nobitas-New-Great-Adventure-into-the-Underworld,2007,Spring
560,Inukami! THE MOVIE: Tokumei Reiteki Sousakan Karina Shirou!,2132/Inukami-THE-MOVIE-Tokumei-Reiteki-Sousakan-Karina-Shirou,2007,Spring
561,Hokuto no Ken: Raoh Gaiden Gekitou-hen,2174/Hokuto-no-Ken-Raoh-Gaiden-Gekitouhen,2007,Spring
562,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,2408/Keroro-Gunsou-Movie-2-Shinkai-no-Princess-de-Arimasu,2007,Spring
563,Kiddy Grade: Kakusei-hen,2176/Kiddy-Grade-Kakuseihen,2007,Spring
564,Crayon Shin-chan: Arashi wo Yobu Utau Ketsu dake Bakudan!,2172/Crayon-Shinchan-Arashi-wo-Yobu-Utau-Ketsu-dake-Bakudan,2007,Spring
565,Furusato Japan,3367/Furusato-Japan,2007,Spring
566,Shin SOS Dai Tokyo Tankentai,4471/Shin-SOS-Dai-Tokyo-Tankentai,2007,Spring
567,Dr. Slump: Dr. Mashirito & Abale-chan,8551/Dr-Slump-Dr-Mashirito--Abalechan,2007,Spring
568,Tetsujin 28-go: Hakuchuu no Zangetsu,10005/Tetsujin-28go-Hakuchuu-no-Zangetsu,2007,Spring
569,Oshare Majo Love and Berry: Shiawase no Mahou,3362/Oshare-Majo-Love-and-Berry-Shiawase-no-Mahou,2007,Spring
570,Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,8355/Himitsukessha-Taka-no-Tsume-The-Movie-1-Soutou-wa-Nido-Shinu,2007,Spring
571,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,2173/Kouchuu-Ouja-Mushiking-Super-Battle-Movie-Yami-no-Kaizou-Kouchuu,2007,Spring
572,Cofun Gal no Coffy ~Okehazama no Tatakai~,13507/Cofun-Gal-no-Coffy-Okehazama-no-Tatakai,2007,Spring
573,Murder Princess,1696/Murder-Princess,2007,Spring
574,AIR GEAR Special,3791/AIR-GEAR-Special,2007,Spring
575,Petit Eva: Evangelion@School,4130/Petit-Eva-EvangelionSchool,2007,Spring
576,Initial D BATTLE STAGE 2,3931/Initial-D-BATTLE-STAGE-2,2007,Spring
577,AIKa R-16: Virgin Mission,2163/AIKa-R16-Virgin-Mission,2007,Spring
578,Meitantei Conan: Agasa-sensei no Chousenjou! Agasa vs Conan & Shounen Tanteidan,2597/Meitantei-Conan-Agasasensei-no-Chousenjou-Agasa-vs-Conan--Shounen-Tanteidan,2007,Spring
579,Initial D to the Next Stage: Project D e Mukete,12725/Initial-D-to-the-Next-Stage-Project-D-e-Mukete,2007,Spring
580,Bakuretsu Tenshi: Infinity,2205/Bakuretsu-Tenshi-Infinity,2007,Spring
581,Kiniro no Corda: primo passo - Hitonatsu no Encore,3392/Kiniro-no-Corda-primo-passo--Hitonatsu-no-Encore,2007,Spring
582,Sousei no Aquarion OVA,2170/Sousei-no-Aquarion-OVA,2007,Spring
583,Saiyuuki RELOAD: burial,2143/Saiyuuki-RELOAD-burial,2007,Spring
584,Otome wa Boku ni Koishiteru Special,2615/Otome-wa-Boku-ni-Koishiteru-Special,2007,Spring
585,ICE,2169/ICE,2007,Spring
586,Saigo no Door wo Shimero!,2417/Saigo-no-Door-wo-Shimero,2007,Spring
587,Shakugan no SHANA: Shana to Yuuji no Naze Nani Shana,17551/Shakugan-no--SHANA-Shana-to-Yuuji-no-Naze-Nani-Shana,2007,Spring
588,Dengeki Bunko 2007 Movie Festival Special,6628/Dengeki-Bunko-2007-Movie-Festival-Special,2007,Spring
589,Keitai Shoujo,1725/Keitai-Shoujo,2007,Spring
590,ASIENCE: Kami wa Onna no Inochi,5168/ASIENCE-Kami-wa-Onna-no-Inochi,2007,Spring
591,Kiddy GiRL-AND Pilot,5859/Kiddy-GiRLAND-Pilot,2007,Spring
592,009-1 Special,3234/0091-Special,2007,Spring
593,Sakura Taisen: New York,2168/Sakura-Taisen-New-York,2007,Spring
594,Bakuretsu Tenshi: Infinity Specials,2212/Bakuretsu-Tenshi-Infinity-Specials,2007,Spring
595,Souten no Ken OVA,3864/Souten-no-Ken-OVA,2007,Spring
596,Lovedol: Lovely Idol OVA,6227/Lovedol-Lovely-Idol-OVA,2007,Spring
597,Chibi Kero: Kerobouru no Himitsu!?,5449/Chibi-Kero-Kerobouru-no-Himitsu,2007,Spring
598,Koi Suru Tenshi Angelique: Kagayaki no Ashita Special,7333/Koi-Suru-Tenshi-Angelique-Kagayaki-no-Ashita-Special,2007,Spring
599,Koi Suru Tenshi Angelique: Chibi Character Adventure 2,8180/Koi-Suru-Tenshi-Angelique-Chibi-Character-Adventure-2,2007,Spring
600,Hokuro Kyodai Full Throttle,5207/Hokuro-Kyodai-Full-Throttle,2007,Spring
601,Nippon Ijin Taishou: Saikyou no Ijin wa Dare?,143449/Nippon-Ijin-Taishou-Saikyou-no-Ijin-wa-Dare,2007,Spring
602,Ojarumaru: Mangetsu Road Kiki Ippatsu - Tama ni wa Maro mo Daibouken,16482/Ojarumaru-Mangetsu-Road-Kiki-Ippatsu--Tama-ni-wa-Maro-mo-Daibouken,2007,Spring
603,Baccano!,2251/Baccano,2007,Summer
604,School Days (TV),2476/School-Days-TV,2007,Summer
605,Higurashi no Naku Koro ni Kai,1889/Higurashi-no-Naku-Koro-ni-Kai,2007,Summer
606,Zero no Tsukaima: Futatsuki no Kishi,1840/Zero-no-Tsukaima-Futatsuki-no-Kishi,2007,Summer
607,Sayonara Zetsubou Sensei,2605/Sayonara-Zetsubou-Sensei,2007,Summer
608,Mononoke,2246/Mononoke,2007,Summer
609,Devil May Cry,1726/Devil-May-Cry,2007,Summer
610,Shigurui,2216/Shigurui,2007,Summer
611,Zombie-Loan,2404/ZombieLoan,2007,Summer
612,Wangan Midnight,2608/Wangan-Midnight,2007,Summer
613,Kenkou Zenrakei Suieibu Umishou,2602/Kenkou-Zenrakei-Suieibu-Umishou,2007,Summer
614,Moetan,2367/Moetan,2007,Summer
615,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,2683/Tokyo-Majin-Gakuen-Kenpucho-Tou-Dai-Ni-Maku,2007,Summer
616,Sky Girls,2604/Sky-Girls,2007,Summer
